id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
2022-360375;21/04/2022;1;Vente;260000;26;None;RUE DELILLE;582;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0065;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;129;4;S;sols;None;None;351;1.071855;49.401886;000AB
2022-360375;21/04/2022;1;Vente;260000;26;None;RUE DELILLE;582;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0065;None;None;None;None;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;351;1.071855;49.401886;000AB
2021-1180016;10/05/2021;1;Vente;160000;13;None;RUE ALFRED DE MUSSET;40;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0023;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;64;4;S;sols;None;None;452;1.070963;49.402764;000AB
2021-1177880;14/01/2021;1;Vente;174000;21;None;RUE PAUL VERLAINE;1920;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0012;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;64;4;S;sols;None;None;498;1.070475;49.403622;000AB
2021-1177880;14/01/2021;1;Vente;174000;21;None;RUE PAUL VERLAINE;1920;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0012;None;None;None;None;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;498;1.070475;49.403622;000AB
2020-1061542;10/03/2020;1;Vente;200000;2;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0090;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;18;1;S;sols;None;None;105;1.074902;49.403036;000AB
2020-1061542;10/03/2020;1;Vente;200000;2;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0090;None;None;None;None;None;None;None;None;None;None;None;None;0;4;Local industriel. commercial ou assimilé;68;0;S;sols;None;None;105;1.074902;49.403036;000AB
2019-1116084;28/08/2019;1;Vente;180000;28;None;RUE DELILLE;582;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0066;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;108;5;S;sols;None;None;348;1.071647;49.401956;000AB
2019-1114082;14/06/2019;1;Vente;188000;38;None;RUE DELILLE;582;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0071;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;74;5;S;sols;None;None;377;1.070502;49.402256;000AB
2019-1112279;6/02/2019;1;Vente;20000;nan;None;ALL DU CHAMP DE COURSE;432;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0232;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;3182;1.070577;49.404334;000AB
2018-1035494;18/10/2018;1;Vente;147000;26;None;RUE ALFRED DE MUSSET;40;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0042;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;64;4;S;sols;None;None;499;1.071141;49.40232;000AB
2018-1034872;21/09/2018;1;Vente;136000;19;None;RUE ALFRED DE MUSSET;40;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0020;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;64;4;S;sols;None;None;453;1.071604;49.402748;000AB
2018-1035039;14/09/2018;1;Vente;820000;1;A;AV DES CANADIENS;380;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0108;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;77;3;S;sols;None;None;2847;1.067422;49.403732;000AB
2018-1035039;14/09/2018;1;Vente;820000;1;A;AV DES CANADIENS;380;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0108;None;None;None;None;None;None;None;None;None;None;None;None;0;4;Local industriel. commercial ou assimilé;797;0;S;sols;None;None;2847;1.067422;49.403732;000AB
2018-1033927;27/07/2018;1;Vente;125000;18;None;RUE ALFRED DE MUSSET;40;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0038;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;77;5;S;sols;None;None;537;1.070309;49.402548;000AB
2018-1033565;5/07/2018;1;Vente;242000;6;None;RUE ALFRED DE MUSSET;40;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0031;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;116;5;S;sols;None;None;608;1.069273;49.403168;000AB
2018-1033622;29/06/2018;1;Vente;427600;2;None;RUE ANTONIN ARTAUD;152;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0143;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;30;1;S;sols;None;None;767;1.074476;49.401507;000AB
2018-1033622;29/06/2018;1;Vente;427600;2;None;RUE ANTONIN ARTAUD;152;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0143;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;41;2;S;sols;None;None;767;1.074476;49.401507;000AB
2018-1033622;29/06/2018;1;Vente;427600;2;None;RUE ANTONIN ARTAUD;152;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0143;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;84;3;S;sols;None;None;767;1.074476;49.401507;000AB
2018-1033622;29/06/2018;1;Vente;427600;2;None;RUE ANTONIN ARTAUD;152;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0143;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;89;3;S;sols;None;None;767;1.074476;49.401507;000AB
2018-1033622;29/06/2018;1;Vente;427600;2;None;RUE ANTONIN ARTAUD;152;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0143;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;89;3;S;sols;None;None;767;1.074476;49.401507;000AB
2018-1031990;19/04/2018;1;Vente;130000;24;None;RUE ALFRED DE MUSSET;40;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0041;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;64;4;S;sols;None;None;450;1.071012;49.402369;000AB
2017-544521;27/09/2017;1;Vente;700000;1;A;AV DES CANADIENS;380;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0108;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;77;3;S;sols;None;None;2847;1.067422;49.403732;000AB
2017-544521;27/09/2017;1;Vente;700000;1;A;AV DES CANADIENS;380;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AB0108;None;None;None;None;None;None;None;None;None;None;None;None;0;4;Local industriel. commercial ou assimilé;797;0;S;sols;None;None;2847;1.067422;49.403732;000AB
2022-360822;1/06/2022;1;Vente;140000;61;None;RUE JEAN PERRIN;1330;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0350;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;70;4;S;sols;None;None;146;1.079165;49.401264;000AC
2022-360779;25/05/2022;1;Vente;160000;24;B;RUE DE BUFFON;350;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0103;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;90;4;S;sols;None;None;319;1.078233;49.404601;000AC
2022-360061;18/03/2022;1;Vente;81000;6;None;RUE JEAN PERRIN;1330;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0638;None;None;68;nan;84;nan;92;nan;None;None;None;None;3;2;Appartement;86;4;None;None;None;None;nan;1.077678;49.400639;000AC
2022-360061;18/03/2022;1;Vente;81000;6;None;RUE JEAN PERRIN;1330;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0638;None;None;68;nan;84;nan;92;nan;None;None;None;None;3;3;Dépendance;nan;0;None;None;None;None;nan;1.077678;49.400639;000AC
2021-1184782;30/11/2021;1;Vente;204050;29;None;RUE MOLIERE;1720;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0174;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;72;4;S;sols;None;None;413;1.077859;49.403703;000AC
2021-1184028;27/10/2021;1;Vente;130000;38;None;RUE RACINE;2140;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0252;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;57;3;S;sols;None;None;273;1.078387;49.402549;000AC
2021-1184028;27/10/2021;1;Vente;130000;38;None;RUE RACINE;2140;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0252;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;273;1.078387;49.402549;000AC
2021-1183901;22/10/2021;1;Vente;66000;8;None;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0152;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;37;2;S;sols;None;None;183;1.076965;49.404153;000AC
2021-1183901;22/10/2021;1;Vente;66000;8;None;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0152;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;183;1.076965;49.404153;000AC
2021-1183901;22/10/2021;1;Vente;66000;8;None;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0152;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;183;1.076965;49.404153;000AC
2021-1183901;22/10/2021;1;Vente;66000;8;None;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0152;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;183;1.076965;49.404153;000AC
2021-1183795;20/10/2021;1;Vente;260000;1;None;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0117;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;107;7;S;sols;None;None;303;1.076107;49.404548;000AC
2021-1183795;20/10/2021;1;Vente;260000;1;None;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0117;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;303;1.076107;49.404548;000AC
2021-1184044;14/10/2021;1;Vente;350000;14;None;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0149;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;159;5;S;sols;None;None;492;1.077538;49.40404;000AC
2021-1183306;30/09/2021;1;Vente;165000;9;None;RUE GUYNEMER;1100;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0500;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;68;4;S;sols;None;None;408;1.079612;49.397975;000AC
2021-1182584;27/08/2021;1;Vente;170000;34;None;RUE GUYNEMER;1100;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0523;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;75;3;S;sols;None;None;612;1.078997;49.397719;000AC
2021-1182584;27/08/2021;1;Vente;170000;34;None;RUE GUYNEMER;1100;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0523;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;612;1.078997;49.397719;000AC
2021-1182584;27/08/2021;1;Vente;170000;34;None;RUE GUYNEMER;1100;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0523;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;612;1.078997;49.397719;000AC
2021-1182584;27/08/2021;1;Vente;170000;34;None;RUE GUYNEMER;1100;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0523;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;612;1.078997;49.397719;000AC
2021-1182347;19/08/2021;1;Vente;251500;10;None;RUE PHILIPPE PINEL;1980;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0484;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;79;4;S;sols;None;None;411;1.079437;49.398795;000AC
2021-1182637;17/08/2021;1;Vente;231850;6;None;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0155;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;106;5;S;sols;None;None;378;1.076717;49.404079;000AC
2021-1182637;17/08/2021;1;Vente;231850;6;None;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0155;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;378;1.076717;49.404079;000AC
2021-1182637;17/08/2021;1;Vente;231850;6;B;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0154;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;93;1.076852;49.404085;000AC
2021-1182015;2/08/2021;1;Vente;156000;8;None;RUE RENE LAENNEC;2170;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0496;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;60;3;S;sols;None;None;481;1.079437;49.398315;000AC
2021-1181839;19/07/2021;1;Vente;241000;25;None;RUE MOLIERE;1720;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0172;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;99;6;S;sols;None;None;493;1.077537;49.403739;000AC
2021-1181839;19/07/2021;1;Vente;241000;25;None;RUE MOLIERE;1720;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0172;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;493;1.077537;49.403739;000AC
2021-1181701;16/07/2021;1;Vente;260400;41;None;RUE ROLAND GARROS;2220;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0537;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;80;4;S;sols;None;None;475;1.07894;49.397477;000AC
2021-1181657;15/07/2021;1;Vente;204000;5;None;RUE MOLIERE;1720;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0161;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;90;5;S;sols;None;None;322;1.07606;49.403827;000AC
2021-1181898;9/07/2021;1;Vente;72500;27;None;RUE JEAN DE LA FONTAINE;1280;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0283;None;None;13;nan;14;nan;3;68.17;None;None;None;None;3;2;Appartement;67;4;None;None;None;None;nan;1.078653;49.402246;000AC
2021-1181898;9/07/2021;1;Vente;72500;27;None;RUE JEAN DE LA FONTAINE;1280;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0283;None;None;13;nan;14;nan;3;68.17;None;None;None;None;3;3;Dépendance;nan;0;None;None;None;None;nan;1.078653;49.402246;000AC
2021-1181898;9/07/2021;1;Vente;72500;27;None;RUE JEAN DE LA FONTAINE;1280;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0283;None;None;23;nan;None;nan;None;nan;None;None;None;None;1;3;Dépendance;nan;0;None;None;None;None;nan;1.078653;49.402246;000AC
2021-1181898;9/07/2021;1;Vente;72500;27;None;RUE JEAN DE LA FONTAINE;1280;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0283;None;None;13;nan;14;nan;3;68.17;None;None;None;None;3;3;Dépendance;nan;0;None;None;None;None;nan;1.078653;49.402246;000AC
2021-1181898;9/07/2021;1;Vente;72500;27;None;RUE JEAN DE LA FONTAINE;1280;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0283;None;None;13;nan;14;nan;3;68.17;None;None;None;None;3;3;Dépendance;nan;0;None;None;None;None;nan;1.078653;49.402246;000AC
2021-1180889;18/06/2021;1;Vente;145000;16;B;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0147;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;57;2;S;sols;None;None;312;1.077848;49.404039;000AC
2021-1180889;18/06/2021;1;Vente;145000;16;B;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0147;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;312;1.077848;49.404039;000AC
2021-1180889;18/06/2021;1;Vente;145000;16;B;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0147;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;312;1.077848;49.404039;000AC
2021-1180599;31/05/2021;1;Vente;600000;59;None;RUE RACINE;2140;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0605;None;None;1;80.63;None;nan;None;nan;None;None;None;None;1;1;Maison;115;5;None;None;None;None;nan;1.079995;49.402757;000AC
2021-1180599;31/05/2021;1;Vente;600000;59;None;RUE RACINE;2140;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0605;None;None;2;209.9;None;nan;None;nan;None;None;None;None;1;4;Local industriel. commercial ou assimilé;40;0;None;None;None;None;nan;1.079995;49.402757;000AC
2021-1180091;12/05/2021;1;Vente;150000;8;None;RUE JOLIOT CURIE;1340;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0398;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;78;4;S;sols;None;None;346;1.076114;49.399949;000AC
2021-1180359;12/05/2021;1;Vente;181000;23;None;RUE JOLIOT CURIE;1340;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0434;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;78;4;S;sols;None;None;428;1.079171;49.400158;000AC
2021-1180093;11/05/2021;1;Vente;161000;18;None;RUE JOLIOT CURIE;1340;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0450;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;70;4;S;sols;None;None;370;1.077393;49.399939;000AC
2021-1180426;7/05/2021;1;Vente;173000;24;None;RUE JOLIOT CURIE;1340;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0453;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;78;4;S;sols;None;None;370;1.078059;49.399866;000AC
2021-1179720;26/04/2021;1;Vente;260000;44;None;RUE GUYNEMER;1100;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0737;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;81;6;S;sols;None;None;542;1.079988;49.397534;000AC
2021-1179391;26/03/2021;1;Vente;157000;6;None;RUE PHILIPPE PINEL;1980;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0482;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;55;3;S;sols;None;None;411;1.078952;49.398825;000AC
2021-1179332;11/03/2021;1;Vente;185500;51;None;RUE JEAN PERRIN;1330;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0329;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;78;5;S;sols;None;None;550;1.078527;49.401623;000AC
2021-1179332;11/03/2021;1;Vente;185500;51;None;RUE JEAN PERRIN;1330;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0329;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;550;1.078527;49.401623;000AC
2021-1178942;10/03/2021;1;Vente;205000;77;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0698;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;100;4;S;sols;None;None;262;1.074916;49.400845;000AC
2021-1178942;10/03/2021;1;Vente;205000;77;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0699;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;19;1.074921;49.400877;000AC
2021-1178942;10/03/2021;1;Vente;205000;77;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0700;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;5;1.074837;49.400831;000AC
2021-1179225;4/03/2021;1;Vente;130000;101;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0002;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;90;4;S;sols;None;None;607;1.074497;49.397955;000AC
2021-1179225;4/03/2021;1;Vente;130000;101;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0002;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;607;1.074497;49.397955;000AC
2021-1178123;1/02/2021;1;Vente;178000;49;None;RUE JEAN PERRIN;1330;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0355;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;86;4;S;sols;None;None;325;1.078456;49.401439;000AC
2021-1178412;19/01/2021;1;Vente;147500;5;None;RUE GUYNEMER;1100;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0502;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;82;4;S;sols;None;None;423;1.079193;49.3981;000AC
2021-1177926;11/01/2021;1;Vente;159000;7;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0067;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;54;3;S;sols;None;None;291;1.076078;49.405689;000AC
2021-1177926;11/01/2021;1;Vente;159000;7;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0067;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;291;1.076078;49.405689;000AC
2021-1177926;11/01/2021;1;Vente;159000;7;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0067;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;291;1.076078;49.405689;000AC
2020-1066342;15/12/2020;1;Vente;170000;14;None;RUE M BERTHELOT;1600;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0426;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;67;4;S;sols;None;None;452;1.079283;49.400342;000AC
2020-1066113;27/11/2020;1;Vente;145000;6;None;RUE JOLIOT CURIE;1340;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0399;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;78;5;S;sols;None;None;354;1.075995;49.399959;000AC
2020-1066009;26/11/2020;1;Vente;150000;47;None;RUE RACINE;2140;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0235;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;58;3;S;sols;None;None;458;1.07922;49.402886;000AC
2020-1065458;9/11/2020;2;Vente;42000;19;B;RUE ROLAND GARROS;2220;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0768;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;401;1.076216;49.397798;000AC
2020-1065693;27/10/2020;1;Vente;207500;2;None;RUE DE BUFFON;350;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0116;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;82;4;S;sols;None;None;383;1.076201;49.404779;000AC
2020-1064961;7/10/2020;1;Vente;233500;20;None;RUE RASPAIL;2150;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0145;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;124;3;S;sols;None;None;292;1.078141;49.404007;000AC
2020-1064647;5/10/2020;1;Vente;179000;91;None;RUE JEAN PERRIN;1330;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0337;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;80;5;S;sols;None;None;161;1.080679;49.401056;000AC
2020-1064647;5/10/2020;1;Vente;179000;91;None;RUE JEAN PERRIN;1330;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0583;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;18;1.080302;49.401376;000AC
2020-1064647;5/10/2020;1;Vente;179000;nan;None;RUE JEAN PERRIN;1330;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0589;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;140;1.080389;49.401189;000AC
2020-1064647;5/10/2020;1;Vente;179000;nan;None;RUE JEAN PERRIN;1330;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0590;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;391;1.080152;49.401229;000AC
2020-1065068;1/10/2020;1;Vente;200000;95;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0680;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;105;5;S;sols;None;None;491;1.074476;49.398327;000AC
2020-1065068;1/10/2020;1;Vente;200000;95;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0680;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;4;Local industriel. commercial ou assimilé;497;0;S;sols;None;None;491;1.074476;49.398327;000AC
2020-1065068;1/10/2020;1;Vente;200000;95;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0681;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;2;1.074309;49.398257;000AC
2020-1065068;1/10/2020;1;Vente;200000;95;None;RUE DU MADRILLET;1580;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0682;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;4;1.074464;49.398385;000AC
2020-1064370;22/09/2020;1;Vente;141000;25;None;RUE JEAN DE LA FONTAINE;1280;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AC0282;None;None;None;nan;None;nan;None;nan;None;None;None;None;0;1;Maison;78;4;S;sols;None;None;334;1.078353;49.402298;000AC
