id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;63;3;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;63;3;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;52;2;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;80;4;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;37;1;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;45;2;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;80;4;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;37;1;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;45;2;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;45;2;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;80;4;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;37;1;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;52;2;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;63;3;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;63;3;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;52;2;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;4;Local industriel. commercial ou assimilé;126;0;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;4;Local industriel. commercial ou assimilé;70;0;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;4;Local industriel. commercial ou assimilé;70;0;AG;terrains d'agrément;None;None;740;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;4;Local industriel. commercial ou assimilé;126;0;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;4;Local industriel. commercial ou assimilé;70;0;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1113194;2/04/2019;1;Vente;830000;30;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0066;None;None;None;nan;None;None;None;None;None;None;None;None;0;4;Local industriel. commercial ou assimilé;70;0;S;sols;None;None;458;1.107229;49.379939;000AX
2019-1112126;6/02/2019;1;Vente;242600;50;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0468;None;None;None;nan;None;None;None;None;None;None;None;None;0;1;Maison;129;4;S;sols;None;None;556;1.107507;49.378748;000AX
2019-1111907;28/01/2019;1;Vente;62000;113;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0033;None;None;None;nan;None;None;None;None;None;None;None;None;0;4;Local industriel. commercial ou assimilé;170;0;S;sols;None;None;73;1.10675;49.380472;000AX
2019-1111670;22/01/2019;1;Vente;135000;282;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0186;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;181;1.106487;49.378608;000AX
2019-1111670;22/01/2019;1;Vente;135000;296;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0526;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;201;1.106502;49.378521;000AX
2019-1111885;17/01/2019;1;Vente;110000;3;None;RUE FELIX FAURE;830;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0167;None;None;None;nan;None;None;None;None;None;None;None;None;0;1;Maison;75;3;S;sols;None;None;137;1.106004;49.378032;000AX
2019-1111551;11/01/2019;1;Vente;103000;nan;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0353;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;25;1.106938;49.377524;000AX
2018-1036653;17/12/2018;1;Vente;131500;296;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0175;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;80;1.106702;49.378348;000AX
2018-1036653;17/12/2018;1;Vente;131500;296;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0519;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;121;1.106616;49.378357;000AX
2018-1037173;14/12/2018;1;Adjudication;63000;135;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0365;None;None;None;nan;None;None;None;None;None;None;None;None;0;1;Maison;63;3;S;sols;None;None;51;1.106772;49.38018;000AX
2018-1037173;14/12/2018;1;Adjudication;63000;137;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0059;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;234;1.106919;49.380113;000AX
2018-1037173;14/12/2018;1;Adjudication;63000;nan;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0369;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;86;1.107051;49.380231;000AX
2018-1036428;27/11/2018;1;Vente;116500;153;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0070;None;None;None;nan;None;None;None;None;None;None;None;None;0;1;Maison;69;3;S;sols;None;None;96;1.106927;49.379498;000AX
2018-1035837;7/11/2018;1;Vente;75000;290;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0522;None;None;None;nan;None;None;None;None;None;None;None;None;0;1;Maison;100;6;S;sols;None;None;196;1.106286;49.378477;000AX
2018-1035837;7/11/2018;1;Vente;75000;290;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0522;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;30;1;S;sols;None;None;196;1.106286;49.378477;000AX
2018-1035837;7/11/2018;1;Vente;75000;290;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0522;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;62;4;S;sols;None;None;196;1.106286;49.378477;000AX
2018-1035837;7/11/2018;1;Vente;75000;290;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0522;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;30;1;S;sols;None;None;196;1.106286;49.378477;000AX
2018-1035837;7/11/2018;1;Vente;75000;290;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0522;None;None;None;nan;None;None;None;None;None;None;None;None;0;2;Appartement;46;2;S;sols;None;None;196;1.106286;49.378477;000AX
2018-1035805;19/10/2018;1;Vente;148000;18;None;RUE DE LA GACHERE;970;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0434;None;None;None;nan;None;None;None;None;None;None;None;None;0;1;Maison;126;3;S;sols;None;None;103;1.105815;49.379628;000AX
2018-1032428;17/05/2018;1;Vente;75300;97;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0022;None;None;None;nan;None;None;None;None;None;None;None;None;0;1;Maison;60;4;S;sols;None;None;31;1.106603;49.3807;000AX
2018-1032428;17/05/2018;1;Vente;75300;95;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0023;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;167;1.106826;49.380681;000AX
2018-1032428;17/05/2018;1;Vente;75300;97;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0030;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;7;1.106701;49.38063;000AX
2018-1032469;11/05/2018;1;Vente;71300;328;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0153;None;None;None;nan;None;None;None;None;None;None;None;None;0;1;Maison;82;5;S;sols;None;None;48;1.106329;49.377464;000AX
2018-1032469;11/05/2018;1;Vente;71300;324;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0149;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;372;1.106576;49.37747;000AX
2018-1032469;11/05/2018;1;Vente;71300;330;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0465;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;53;1.106298;49.377511;000AX
2018-1032185;25/04/2018;1;Vente;116000;151;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0069;None;None;None;nan;None;None;None;None;None;None;None;None;0;1;Maison;43;2;S;sols;None;None;103;1.106829;49.379501;000AX
2018-1031245;1/03/2018;1;Vente;46000;27;None;RUE PIERRE CORNEILLE;2010;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0443;None;None;100;44.76;None;None;None;None;None;None;None;None;1;4;Local industriel. commercial ou assimilé;47;0;None;None;None;None;nan;1.105922;49.380781;000AX
2017-545712;15/12/2017;1;Vente;182000;266;A;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0492;None;None;None;nan;None;None;None;None;None;None;None;None;0;1;Maison;115;5;S;sols;None;None;341;1.105828;49.378921;000AX
2017-545712;15/12/2017;1;Vente;182000;nan;None;RUE PIERRE CORNEILLE;2010;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0205;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;J;jardins;POTAG;Jardin potager;80;1.105628;49.379018;000AX
2017-545712;15/12/2017;1;Vente;182000;nan;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0496;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;AG;terrains d'agrément;None;None;94;1.105628;49.378908;000AX
2017-543938;28/08/2017;1;Vente;104900;33;None;RUE J J ROUSSEAU;1290;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0003;None;None;None;nan;None;None;None;None;None;None;None;None;0;1;Maison;74;3;S;sols;None;None;76;1.1071;49.380905;000AX
2017-543938;28/08/2017;1;Vente;104900;33;None;RUE J J ROUSSEAU;1290;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0002;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;35;1.107174;49.380904;000AX
2017-543938;28/08/2017;1;Vente;104900;89;None;RUE GAMBETTA;974;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AX0505;None;None;None;nan;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;271;1.106902;49.380829;000AX
2021-1184634;3/11/2021;1;Vente;103000;61;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0019;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;56;4;S;sols;None;None;178;1.110174;49.379684;000AY
2021-1184634;3/11/2021;1;Vente;103000;nan;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0209;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;202;1.110258;49.379499;000AY
2021-1183868;1/10/2021;1;Vente;179000;15;B;RUE AMIRAL CECILLE;90;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0142;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;80;5;S;sols;None;None;438;1.109012;49.378946;000AY
2021-1183868;1/10/2021;1;Vente;179000;15;B;RUE AMIRAL CECILLE;90;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0142;None;None;None;None;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;438;1.109012;49.378946;000AY
2021-1181828;16/07/2021;1;Vente;136500;24;None;RUE AMIRAL CECILLE;90;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0109;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;93;5;S;sols;None;None;72;1.108985;49.378478;000AY
2021-1181828;16/07/2021;1;Vente;136500;24;None;RUE AMIRAL CECILLE;90;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0109;None;None;None;None;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;72;1.108985;49.378478;000AY
2021-1181828;16/07/2021;1;Vente;136500;nan;None;RUE AMIRAL CECILLE;90;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0133;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;301;1.108792;49.378441;000AY
2021-1180783;17/06/2021;1;Vente;101000;51;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0073;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;70;4;S;sols;None;None;65;1.107854;49.379085;000AY
2021-1181233;17/06/2021;1;Vente;55000;61;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0019;None;None;None;None;None;None;None;None;None;None;None;None;0;1;Maison;56;4;S;sols;None;None;178;1.110174;49.379684;000AY
2021-1180783;17/06/2021;1;Vente;101000;51;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0073;None;None;None;None;None;None;None;None;None;None;None;None;0;3;Dépendance;nan;0;S;sols;None;None;65;1.107854;49.379085;000AY
2021-1180783;17/06/2021;1;Vente;101000;51;None;RUE LAZARE CARNOT;1450;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0227;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;158;1.10797;49.378986;000AY
2021-1181233;17/06/2021;1;Vente;55000;nan;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0209;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;nan;nan;S;sols;None;None;202;1.110258;49.379499;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;30;1;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;74;3;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;56;2;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;35;2;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;42;2;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;51;3;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;41;3;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;60;3;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;50;3;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;51;3;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;51;3;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;48;3;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;48;3;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;53;3;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;53;3;S;sols;None;None;223;1.109719;49.37866;000AY
2021-1180425;7/05/2021;1;Vente;950000;75;None;RUE DE L INDUSTRIE;1210;76800;76575;Saint-Étienne-du-Rouvray;76;None;None;76575000AY0110;None;None;None;None;None;None;None;None;None;None;None;None;0;2;Appartement;53;3;S;sols;None;None;223;1.109719;49.37866;000AY
